,county,age group,est_population,est_age_16plus_pop,administered_date,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_unvax_total_pop,cumulative_unvax_16plus_pop,% with at least one dose (out of entire pop),% fully vaccinated (out of entire pop)
207,Yuba,50-64,11011.0,11011.0,2021-04-06,73.0,2342.0,78.0,2160.0,105.0,4502.0,6509.0,6509.0,0.40886386340931796,0.19616746889474163
208,Del Norte,65+,5131.0,5131.0,2021-03-11,52.0,1288.0,32.0,1079.0,55.0,2367.0,2764.0,2764.0,0.46131358409666734,0.2102903917365036
209,Yuba,50-64,11011.0,11011.0,2021-04-05,57.0,2315.0,29.0,2082.0,62.0,4397.0,6614.0,6614.0,0.39932794478249023,0.18908364362909819
210,Del Norte,65+,5131.0,5131.0,2021-03-10,75.0,1265.0,50.0,1047.0,78.0,2312.0,2819.0,2819.0,0.4505944260378094,0.20405379068407717
211,Yuba,50-64,11011.0,11011.0,2021-04-04,14.0,2282.0,5.0,2053.0,16.0,4335.0,6676.0,6676.0,0.39369721187903006,0.186449913722641
212,Del Norte,65+,5131.0,5131.0,2021-03-09,97.0,1237.0,6.0,997.0,99.0,2234.0,2897.0,2897.0,0.43539271097251997,0.19430910153966088
213,Yuba,50-64,11011.0,11011.0,2021-04-03,41.0,2271.0,221.0,2048.0,241.0,4319.0,6692.0,6692.0,0.3922441195168468,0.18599582235945872
214,Del Norte,65+,5131.0,5131.0,2021-03-08,2.0,1144.0,19.0,991.0,3.0,2135.0,2996.0,2996.0,0.41609822646657574,0.19313973884233093
215,Yuba,50-64,11011.0,11011.0,2021-04-02,69.0,2251.0,86.0,1827.0,109.0,4078.0,6933.0,6933.0,0.37035691581146124,0.1659249841068023
216,Del Norte,65+,5131.0,5131.0,2021-03-07,0.0,1160.0,1.0,972.0,0.0,2132.0,2999.0,2999.0,0.4155135451179107,0.18943675696745274
217,Yuba,50-64,11011.0,11011.0,2021-04-01,122.0,2228.0,124.0,1741.0,137.0,3969.0,7042.0,7042.0,0.3604577240940877,0.1581146126600672
218,Del Norte,65+,5131.0,5131.0,2021-03-06,52.0,1161.0,273.0,971.0,59.0,2132.0,2999.0,2999.0,0.4155135451179107,0.1892418631845644
219,Yuba,50-64,11011.0,11011.0,2021-03-31,88.0,2215.0,120.0,1617.0,93.0,3832.0,7179.0,7179.0,0.3480156207428935,0.14685314685314685
220,Alameda,65+,285108.0,285108.0,2021-01-18,1679.0,11433.0,60.0,630.0,1680.0,12063.0,273045.0,273045.0,0.04231028241929374,0.002209688959973063
221,Yuba,50-64,11011.0,11011.0,2021-03-30,93.0,2242.0,14.0,1497.0,94.0,3739.0,7272.0,7272.0,0.3395695213877032,0.13595495413677233
222,Del Norte,65+,5131.0,5131.0,2021-03-05,45.0,1375.0,35.0,698.0,45.0,2073.0,3058.0,3058.0,0.4040148119274995,0.13603586045605146
223,Yuba,50-64,11011.0,11011.0,2021-03-29,80.0,2162.0,27.0,1483.0,88.0,3645.0,7366.0,7366.0,0.3310326037598765,0.13468349831986196
224,Del Norte,65+,5131.0,5131.0,2021-03-04,52.0,1365.0,4.0,663.0,52.0,2028.0,3103.0,3103.0,0.39524459169752485,0.12921457805496003
225,Yuba,50-64,11011.0,11011.0,2021-03-28,13.0,2101.0,8.0,1456.0,14.0,3557.0,7454.0,7454.0,0.3230405957678685,0.1322314049586777
226,Del Norte,65+,5131.0,5131.0,2021-03-03,60.0,1317.0,16.0,659.0,60.0,1976.0,3155.0,3155.0,0.3851101149873319,0.12843500292340673
227,Yuba,50-64,11011.0,11011.0,2021-03-27,219.0,2095.0,4.0,1448.0,219.0,3543.0,7468.0,7468.0,0.3217691399509581,0.13150485877758605
228,Del Norte,65+,5131.0,5131.0,2021-03-02,141.0,1273.0,11.0,643.0,141.0,1916.0,3215.0,3215.0,0.3734164880140324,0.12531670239719353
229,Yuba,50-64,11011.0,11011.0,2021-03-26,87.0,1880.0,37.0,1444.0,97.0,3324.0,7687.0,7687.0,0.3018799382435746,0.13114158568704024
230,Del Norte,65+,5131.0,5131.0,2021-03-01,3.0,1143.0,21.0,632.0,3.0,1775.0,3356.0,3356.0,0.3459364646267784,0.12317287078542194
231,Yuba,50-64,11011.0,11011.0,2021-03-25,106.0,1820.0,69.0,1407.0,113.0,3227.0,7784.0,7784.0,0.2930705657978385,0.1277813095994914
232,Del Norte,65+,5131.0,5131.0,2021-02-28,2.0,1161.0,1.0,611.0,2.0,1772.0,3359.0,3359.0,0.34535178327811344,0.1190801013447671
233,Yuba,50-64,11011.0,11011.0,2021-03-24,76.0,1776.0,229.0,1338.0,108.0,3114.0,7897.0,7897.0,0.28280810098991915,0.12151484878757605
234,Del Norte,65+,5131.0,5131.0,2021-02-27,93.0,1160.0,7.0,610.0,94.0,1770.0,3361.0,3361.0,0.34496199571233677,0.11888520756187877
235,Yuba,50-64,11011.0,11011.0,2021-03-23,85.0,1897.0,26.0,1109.0,93.0,3006.0,8005.0,8005.0,0.2729997275451821,0.10071746435382799
236,Del Norte,65+,5131.0,5131.0,2021-02-26,131.0,1073.0,27.0,603.0,131.0,1676.0,3455.0,3455.0,0.3266419801208341,0.1175209510816605
237,Yuba,50-64,11011.0,11011.0,2021-03-22,61.0,1830.0,3.0,1083.0,61.0,2913.0,8098.0,8098.0,0.26455362818999184,0.09835618926528017
238,Del Norte,65+,5131.0,5131.0,2021-02-25,150.0,969.0,89.0,576.0,150.0,1545.0,3586.0,3586.0,0.3011108945624635,0.1122588189436757
239,Yuba,50-64,11011.0,11011.0,2021-03-21,21.0,1772.0,3.0,1080.0,21.0,2852.0,8159.0,8159.0,0.2590137135591681,0.09808373444737081
240,Del Norte,65+,5131.0,5131.0,2021-02-24,63.0,908.0,53.0,487.0,63.0,1395.0,3736.0,3736.0,0.27187682712921457,0.0949132722666147
241,Yuba,50-64,11011.0,11011.0,2021-03-20,180.0,1754.0,21.0,1077.0,186.0,2831.0,8180.0,8180.0,0.25710652983380256,0.09781127962946144
242,Del Norte,65+,5131.0,5131.0,2021-02-23,9.0,898.0,49.0,434.0,9.0,1332.0,3799.0,3799.0,0.25959851880725004,0.08458390177353342
243,Yuba,50-64,11011.0,11011.0,2021-03-19,68.0,1589.0,25.0,1056.0,87.0,2645.0,8366.0,8366.0,0.24021433112342203,0.0959040959040959
244,Del Norte,65+,5131.0,5131.0,2021-02-22,0.0,938.0,0.0,385.0,0.0,1323.0,3808.0,3808.0,0.2578444747612551,0.07503410641200546
245,Yuba,50-64,11011.0,11011.0,2021-03-18,144.0,1527.0,53.0,1031.0,180.0,2558.0,8453.0,8453.0,0.2323131414040505,0.09363363908818455
246,Del Norte,65+,5131.0,5131.0,2021-02-21,0.0,938.0,0.0,385.0,0.0,1323.0,3808.0,3808.0,0.2578444747612551,0.07503410641200546
247,Yuba,50-64,11011.0,11011.0,2021-03-17,86.0,1400.0,244.0,978.0,104.0,2378.0,8633.0,8633.0,0.2159658523294887,0.08882027063845245
248,Del Norte,65+,5131.0,5131.0,2021-02-20,3.0,938.0,1.0,385.0,3.0,1323.0,3808.0,3808.0,0.2578444747612551,0.07503410641200546
249,Yuba,50-64,11011.0,11011.0,2020-12-21,14.0,28.0,0.0,0.0,14.0,28.0,10983.0,10983.0,0.0025429116338207248,0.0
250,Del Norte,65+,5131.0,5131.0,2021-02-19,11.0,936.0,7.0,384.0,11.0,1320.0,3811.0,3811.0,0.25725979341259014,0.07483921262911714
251,Yuba,50-64,11011.0,11011.0,2021-03-16,84.0,1540.0,21.0,734.0,96.0,2274.0,8737.0,8737.0,0.20652075197529743,0.06666061211515757
252,Del Norte,65+,5131.0,5131.0,2021-02-18,20.0,932.0,17.0,377.0,20.0,1309.0,3822.0,3822.0,0.2551159618008186,0.07347495614889885
253,Yuba,50-64,11011.0,11011.0,2021-03-15,35.0,1465.0,12.0,713.0,43.0,2178.0,8833.0,8833.0,0.1978021978021978,0.06475342838979202
254,Del Norte,65+,5131.0,5131.0,2021-02-17,22.0,929.0,58.0,360.0,22.0,1289.0,3842.0,3842.0,0.251218086143052,0.0701617618397973
255,Yuba,50-64,11011.0,11011.0,2021-03-14,15.0,1434.0,8.0,701.0,18.0,2135.0,8876.0,8876.0,0.19389701207883026,0.06366360911815458
256,Del Norte,65+,5131.0,5131.0,2021-02-16,9.0,965.0,70.0,302.0,9.0,1267.0,3864.0,3864.0,0.24693042291950887,0.05885792243227441
257,Yuba,50-64,11011.0,11011.0,2021-03-13,128.0,1424.0,18.0,693.0,135.0,2117.0,8894.0,8894.0,0.1922622831713741,0.06293706293706294
258,Del Norte,65+,5131.0,5131.0,2021-02-15,2.0,1026.0,1.0,232.0,2.0,1258.0,3873.0,3873.0,0.24517637887351393,0.0452153576300916
259,Yuba,50-64,11011.0,11011.0,2021-03-12,42.0,1307.0,45.0,675.0,61.0,1982.0,9029.0,9029.0,0.18000181636545273,0.061302334029606755
260,Del Norte,65+,5131.0,5131.0,2021-02-14,2.0,1025.0,1.0,231.0,2.0,1256.0,3875.0,3875.0,0.24478659130773728,0.045020463847203276
261,Yuba,50-64,11011.0,11011.0,2021-03-11,94.0,1291.0,17.0,630.0,99.0,1921.0,9090.0,9090.0,0.174461901734629,0.05721551176096631
262,Del Norte,65+,5131.0,5131.0,2021-02-13,2.0,1024.0,0.0,230.0,2.0,1254.0,3877.0,3877.0,0.24439680374196063,0.04482557006431495
263,Yuba,50-64,11011.0,11011.0,2021-03-10,91.0,1209.0,52.0,613.0,98.0,1822.0,9189.0,9189.0,0.16547089274362,0.05567160112614658
264,Del Norte,65+,5131.0,5131.0,2021-02-12,51.0,1022.0,26.0,230.0,51.0,1252.0,3879.0,3879.0,0.24400701617618398,0.04482557006431495
265,Yuba,50-64,11011.0,11011.0,2021-03-09,18.0,1163.0,13.0,561.0,22.0,1724.0,9287.0,9287.0,0.15657070202524748,0.05094905094905095
266,Del Norte,65+,5131.0,5131.0,2021-02-11,46.0,997.0,81.0,204.0,46.0,1201.0,3930.0,3930.0,0.23406743324887935,0.03975833170921848
267,Yuba,50-64,11011.0,11011.0,2021-03-08,30.0,1154.0,9.0,548.0,37.0,1702.0,9309.0,9309.0,0.1545727000272455,0.04976841340477704
268,Del Norte,65+,5131.0,5131.0,2021-02-10,61.0,1032.0,20.0,123.0,61.0,1155.0,3976.0,3976.0,0.22510231923601637,0.02397193529526408
269,Yuba,50-64,11011.0,11011.0,2021-03-07,7.0,1126.0,1.0,539.0,7.0,1665.0,9346.0,9346.0,0.15121242393969667,0.04895104895104895
270,Del Norte,65+,5131.0,5131.0,2021-02-09,2.0,991.0,0.0,103.0,2.0,1094.0,4037.0,4037.0,0.2132137984798285,0.020074059637497563
271,Yuba,50-64,11011.0,11011.0,2021-03-06,64.0,1120.0,10.0,538.0,65.0,1658.0,9353.0,9353.0,0.1505766960312415,0.0488602306784125
272,Del Norte,65+,5131.0,5131.0,2021-02-08,24.0,989.0,1.0,103.0,24.0,1092.0,4039.0,4039.0,0.21282401091405184,0.020074059637497563
273,Yuba,50-64,11011.0,11011.0,2021-03-05,56.0,1065.0,6.0,528.0,56.0,1593.0,9418.0,9418.0,0.14467350830987194,0.04795204795204795
274,Del Norte,65+,5131.0,5131.0,2021-02-07,2.0,966.0,0.0,102.0,2.0,1068.0,4063.0,4063.0,0.208146560124732,0.01987916585460924
275,Yuba,50-64,11011.0,11011.0,2021-03-04,90.0,1015.0,12.0,522.0,90.0,1537.0,9474.0,9474.0,0.13958768504223049,0.047407138316229225
276,Del Norte,65+,5131.0,5131.0,2021-02-06,283.0,964.0,0.0,102.0,283.0,1066.0,4065.0,4065.0,0.20775677255895536,0.01987916585460924
277,Yuba,50-64,11011.0,11011.0,2021-03-03,58.0,937.0,18.0,510.0,58.0,1447.0,9564.0,9564.0,0.1314140405049496,0.04631731904459177
278,Del Norte,65+,5131.0,5131.0,2021-02-05,91.0,681.0,36.0,102.0,91.0,783.0,4348.0,4348.0,0.15260183200155916,0.01987916585460924
279,Yuba,50-64,11011.0,11011.0,2021-03-02,11.0,897.0,4.0,492.0,11.0,1389.0,9622.0,9622.0,0.12614658069203524,0.04468259013713559
280,Del Norte,65+,5131.0,5131.0,2021-02-04,20.0,626.0,5.0,66.0,20.0,692.0,4439.0,4439.0,0.1348664977587215,0.012862989670629507
281,Yuba,50-64,11011.0,11011.0,2021-03-01,16.0,890.0,1.0,488.0,16.0,1378.0,9633.0,9633.0,0.12514757969303425,0.04431931704658977
282,Del Norte,65+,5131.0,5131.0,2021-02-03,42.0,611.0,1.0,61.0,42.0,672.0,4459.0,4459.0,0.13096862210095497,0.011888520756187878
283,Yuba,50-64,11011.0,11011.0,2021-02-28,8.0,875.0,3.0,487.0,8.0,1362.0,9649.0,9649.0,0.12369448733085096,0.044228498773953316
284,Del Norte,65+,5131.0,5131.0,2021-02-02,38.0,570.0,5.0,60.0,38.0,630.0,4501.0,4501.0,0.12278308321964529,0.011693626973299552
285,Yuba,50-64,11011.0,11011.0,2021-02-27,171.0,870.0,6.0,484.0,171.0,1354.0,9657.0,9657.0,0.12296794114975933,0.04395604395604396
286,Alameda,0-17,367870.0,40855.0,2020-12-21,0.0,1.0,0.0,0.0,0.0,1.0,367869.0,40854.0,2.7183515915948568e-06,0.0
287,Yuba,50-64,11011.0,11011.0,2021-02-26,28.0,705.0,6.0,478.0,28.0,1183.0,9828.0,9828.0,0.10743801652892562,0.04341113432022523
288,Alameda,18-49,709483.0,709483.0,2020-12-30,1800.0,13506.0,0.0,1.0,1800.0,13507.0,695976.0,695976.0,0.01903780640269041,1.4094770417332058e-06
289,Yuba,50-64,11011.0,11011.0,2021-02-25,71.0,683.0,16.0,472.0,71.0,1155.0,9856.0,9856.0,0.1048951048951049,0.042866224684406505
290,Alameda,65+,285108.0,285108.0,2021-01-17,993.0,9813.0,13.0,570.0,993.0,10383.0,274725.0,274725.0,0.03641777852603224,0.001999242392356581
291,Yuba,50-64,11011.0,11011.0,2021-02-24,21.0,628.0,35.0,456.0,21.0,1084.0,9927.0,9927.0,0.09844700753791663,0.04141313232222323
292,Del Norte,65+,5131.0,5131.0,2021-02-01,23.0,537.0,1.0,55.0,23.0,592.0,4539.0,4539.0,0.1153771194698889,0.010719158058857923
293,Yuba,50-64,11011.0,11011.0,2021-02-23,16.0,642.0,5.0,421.0,16.0,1063.0,9948.0,9948.0,0.09653982381255108,0.038234492779947324
294,Del Norte,65+,5131.0,5131.0,2021-01-31,0.0,515.0,0.0,54.0,0.0,569.0,4562.0,4562.0,0.11089456246345741,0.010524264275969596
295,Yuba,50-64,11011.0,11011.0,2021-02-22,0.0,631.0,16.0,416.0,0.0,1047.0,9964.0,9964.0,0.09508673145036782,0.03778040141676505
296,Del Norte,65+,5131.0,5131.0,2021-01-30,5.0,515.0,0.0,54.0,5.0,569.0,4562.0,4562.0,0.11089456246345741,0.010524264275969596
297,Yuba,50-64,11011.0,11011.0,2021-02-21,1.0,647.0,2.0,400.0,1.0,1047.0,9964.0,9964.0,0.09508673145036782,0.03632730905458178
298,Del Norte,65+,5131.0,5131.0,2021-01-29,21.0,510.0,4.0,54.0,21.0,564.0,4567.0,4567.0,0.10992009354901579,0.010524264275969596
299,Yuba,50-64,11011.0,11011.0,2021-02-20,200.0,648.0,4.0,398.0,200.0,1046.0,9965.0,9965.0,0.09499591317773136,0.03614567250930887
300,Del Norte,65+,5131.0,5131.0,2021-01-28,96.0,493.0,0.0,50.0,96.0,543.0,4588.0,4588.0,0.10582732410836095,0.009744689144416294
301,Yuba,50-64,11011.0,11011.0,2021-02-19,30.0,452.0,6.0,394.0,30.0,846.0,10165.0,10165.0,0.07683225865044047,0.03578239941876306
302,Del Norte,65+,5131.0,5131.0,2021-01-27,36.0,397.0,0.0,50.0,36.0,447.0,4684.0,4684.0,0.08711752095108166,0.009744689144416294
303,Yuba,50-64,11011.0,11011.0,2021-02-18,41.0,428.0,5.0,388.0,41.0,816.0,10195.0,10195.0,0.07410771047134683,0.03523748978294433
304,Del Norte,65+,5131.0,5131.0,2021-01-26,3.0,361.0,1.0,50.0,3.0,411.0,4720.0,4720.0,0.08010134476710193,0.009744689144416294
305,Yuba,50-64,11011.0,11011.0,2021-02-17,13.0,392.0,47.0,383.0,13.0,775.0,10236.0,10236.0,0.0703841612932522,0.03478339841976206
306,Del Norte,65+,5131.0,5131.0,2021-01-25,34.0,359.0,15.0,49.0,34.0,408.0,4723.0,4723.0,0.07951666341843695,0.009549795361527967
307,Yuba,50-64,11011.0,11011.0,2021-02-16,26.0,426.0,4.0,336.0,26.0,762.0,10249.0,10249.0,0.0692035237489783,0.030514939605848695
308,Del Norte,65+,5131.0,5131.0,2021-01-24,0.0,340.0,0.0,34.0,0.0,374.0,4757.0,4757.0,0.07289027480023387,0.006626388618203079
309,Yuba,50-64,11011.0,11011.0,2021-02-15,5.0,404.0,2.0,332.0,5.0,736.0,10275.0,10275.0,0.06684224866043048,0.030151666515302877
310,Del Norte,65+,5131.0,5131.0,2021-01-23,1.0,340.0,0.0,34.0,1.0,374.0,4757.0,4757.0,0.07289027480023387,0.006626388618203079
311,Yuba,50-64,11011.0,11011.0,2021-02-14,1.0,401.0,2.0,330.0,1.0,731.0,10280.0,10280.0,0.0663881572972482,0.029970029970029972
312,Del Norte,65+,5131.0,5131.0,2021-01-22,4.0,339.0,0.0,34.0,4.0,373.0,4758.0,4758.0,0.07269538101734555,0.006626388618203079
313,Yuba,50-64,11011.0,11011.0,2021-02-13,22.0,402.0,3.0,328.0,22.0,730.0,10281.0,10281.0,0.06629733902461175,0.029788393424757063
314,Del Norte,65+,5131.0,5131.0,2021-01-21,23.0,335.0,2.0,34.0,23.0,369.0,4762.0,4762.0,0.07191580588579224,0.006626388618203079
315,Yuba,50-64,11011.0,11011.0,2021-02-12,21.0,383.0,8.0,325.0,21.0,708.0,10303.0,10303.0,0.06429933702660975,0.0295159386068477
316,Del Norte,65+,5131.0,5131.0,2021-01-20,66.0,314.0,7.0,32.0,66.0,346.0,4785.0,4785.0,0.06743324887936075,0.006236601052426427
317,Yuba,50-64,11011.0,11011.0,2021-02-11,21.0,370.0,13.0,317.0,21.0,687.0,10324.0,10324.0,0.06239215330124421,0.028789392425756063
318,Del Norte,65+,5131.0,5131.0,2021-01-19,64.0,255.0,2.0,25.0,64.0,280.0,4851.0,4851.0,0.054570259208731244,0.004872344572208147
319,Yuba,50-64,11011.0,11011.0,2021-02-10,8.0,362.0,47.0,304.0,8.0,666.0,10345.0,10345.0,0.060484969575878664,0.027608754881482154
320,Del Norte,65+,5131.0,5131.0,2021-01-18,1.0,193.0,0.0,23.0,1.0,216.0,4915.0,4915.0,0.042097057103878385,0.004482557006431495
321,Yuba,50-64,11011.0,11011.0,2021-02-09,11.0,401.0,17.0,257.0,11.0,658.0,10353.0,10353.0,0.059758423394787034,0.023340296067568794
322,Del Norte,65+,5131.0,5131.0,2021-01-17,1.0,192.0,0.0,23.0,1.0,215.0,4916.0,4916.0,0.04190216332099006,0.004482557006431495
323,Yuba,50-64,11011.0,11011.0,2021-02-08,6.0,407.0,6.0,240.0,6.0,647.0,10364.0,10364.0,0.058759422395786035,0.02179638543274907
324,Del Norte,65+,5131.0,5131.0,2021-01-16,0.0,191.0,0.0,23.0,0.0,214.0,4917.0,4917.0,0.041707269538101735,0.004482557006431495
325,Yuba,50-64,11011.0,11011.0,2021-02-07,1.0,407.0,0.0,234.0,1.0,641.0,10370.0,10370.0,0.05821451275996731,0.021251475796930343
326,Del Norte,65+,5131.0,5131.0,2021-01-15,27.0,191.0,0.0,23.0,27.0,214.0,4917.0,4917.0,0.041707269538101735,0.004482557006431495
327,Yuba,50-64,11011.0,11011.0,2021-02-06,20.0,406.0,4.0,234.0,20.0,640.0,10371.0,10371.0,0.05812369448733085,0.021251475796930343
328,Del Norte,65+,5131.0,5131.0,2021-01-14,28.0,164.0,4.0,23.0,28.0,187.0,4944.0,4944.0,0.036445137400116935,0.004482557006431495
329,Yuba,50-64,11011.0,11011.0,2021-02-05,9.0,390.0,20.0,230.0,9.0,620.0,10391.0,10391.0,0.05630732903460176,0.020888202706384525
330,Del Norte,65+,5131.0,5131.0,2021-01-13,38.0,140.0,7.0,19.0,38.0,159.0,4972.0,4972.0,0.030988111479243814,0.0037029818748781913
331,Yuba,50-64,11011.0,11011.0,2021-02-04,33.0,401.0,9.0,210.0,33.0,611.0,10400.0,10400.0,0.05548996458087367,0.019071837253655435
332,Del Norte,65+,5131.0,5131.0,2021-01-12,9.0,109.0,9.0,12.0,9.0,121.0,5010.0,5010.0,0.02358214772948743,0.0023387253946599105
333,Yuba,50-64,11011.0,11011.0,2021-02-03,4.0,377.0,40.0,201.0,4.0,578.0,10433.0,10433.0,0.05249296158387067,0.018254472799927344
334,Del Norte,65+,5131.0,5131.0,2021-01-11,0.0,109.0,3.0,3.0,1.0,112.0,5019.0,5019.0,0.021828103683492497,0.0005846813486649776
335,Yuba,50-64,11011.0,11011.0,2021-02-02,11.0,413.0,7.0,161.0,11.0,574.0,10437.0,10437.0,0.052129688493324854,0.014621741894469168
336,Del Norte,65+,5131.0,5131.0,2021-01-10,0.0,111.0,0.0,0.0,0.0,111.0,5020.0,5020.0,0.02163320990060417,0.0
337,Yuba,50-64,11011.0,11011.0,2021-02-01,17.0,409.0,4.0,154.0,17.0,563.0,10448.0,10448.0,0.05113068749432386,0.013986013986013986
338,Del Norte,65+,5131.0,5131.0,2021-01-09,0.0,111.0,0.0,0.0,0.0,111.0,5020.0,5020.0,0.02163320990060417,0.0
339,Yuba,50-64,11011.0,11011.0,2021-01-31,2.0,396.0,0.0,150.0,2.0,546.0,10465.0,10465.0,0.049586776859504134,0.013622740895468168
340,Del Norte,65+,5131.0,5131.0,2021-01-08,37.0,111.0,0.0,0.0,37.0,111.0,5020.0,5020.0,0.02163320990060417,0.0
341,Yuba,50-64,11011.0,11011.0,2021-01-30,19.0,394.0,4.0,150.0,19.0,544.0,10467.0,10467.0,0.049405140314231225,0.013622740895468168
342,Del Norte,65+,5131.0,5131.0,2021-01-07,1.0,74.0,0.0,0.0,1.0,74.0,5057.0,5057.0,0.014422139933736113,0.0
343,Yuba,50-64,11011.0,11011.0,2021-01-29,9.0,379.0,8.0,146.0,9.0,525.0,10486.0,10486.0,0.04767959313413859,0.01325946780492235
344,Del Norte,65+,5131.0,5131.0,2021-01-06,12.0,73.0,0.0,0.0,12.0,73.0,5058.0,5058.0,0.014227246150847788,0.0
345,Yuba,50-64,11011.0,11011.0,2021-01-28,15.0,378.0,11.0,138.0,15.0,516.0,10495.0,10495.0,0.0468622286804105,0.012532921623830715
346,Del Norte,65+,5131.0,5131.0,2021-01-05,3.0,61.0,0.0,0.0,3.0,61.0,5070.0,5070.0,0.011888520756187878,0.0
347,Yuba,50-64,11011.0,11011.0,2021-01-27,11.0,374.0,17.0,127.0,11.0,501.0,10510.0,10510.0,0.04549995459086368,0.011533920624829715
348,Del Norte,65+,5131.0,5131.0,2021-01-04,21.0,58.0,0.0,0.0,21.0,58.0,5073.0,5073.0,0.0113038394075229,0.0
349,Yuba,50-64,11011.0,11011.0,2021-01-26,2.0,380.0,12.0,110.0,2.0,490.0,10521.0,10521.0,0.04450095359186268,0.00999000999000999
350,Del Norte,65+,5131.0,5131.0,2021-01-03,0.0,37.0,0.0,0.0,0.0,37.0,5094.0,5094.0,0.007211069966868057,0.0
351,Yuba,50-64,11011.0,11011.0,2021-01-25,6.0,390.0,3.0,98.0,6.0,488.0,10523.0,10523.0,0.04431931704658977,0.008900190718372537
352,Del Norte,65+,5131.0,5131.0,2021-01-02,0.0,37.0,0.0,0.0,0.0,37.0,5094.0,5094.0,0.007211069966868057,0.0
353,Yuba,50-64,11011.0,11011.0,2021-01-24,1.0,387.0,1.0,95.0,1.0,482.0,10529.0,10529.0,0.04377440741077105,0.008627735900463174
354,Alameda,65+,285108.0,285108.0,2021-01-16,1111.0,8833.0,15.0,557.0,1111.0,9390.0,275718.0,275718.0,0.03293488783197946,0.001953645636039676
