,county,age group,est_population,est_age_16plus_pop,administered_date,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_unvax_total_pop,cumulative_unvax_16plus_pop,% with at least one dose (out of entire pop),% fully vaccinated (out of entire pop)
5014,Mendocino,18-49,31944.0,31944.0,2021-03-23,61.0,4429.0,13.0,5504.0,68.0,9933.0,22011.0,22011.0,0.3109504132231405,0.1723015276734285
5015,San Joaquin,18-49,338963.0,338963.0,2021-02-19,376.0,7172.0,453.0,11421.0,377.0,18593.0,320370.0,320370.0,0.054852594530966504,0.03369394299672825
5016,Alpine,50-64,251.0,251.0,2021-01-20,4.0,23.0,0.0,2.0,4.0,25.0,226.0,226.0,0.099601593625498,0.00796812749003984
5017,Mendocino,18-49,31944.0,31944.0,2021-03-20,5.0,4525.0,8.0,5276.0,11.0,9801.0,22143.0,22143.0,0.3068181818181818,0.16516403706486352
5018,San Joaquin,18-49,338963.0,338963.0,2021-02-20,149.0,7221.0,100.0,11521.0,149.0,18742.0,320221.0,320221.0,0.05529217053188696,0.03398896044701044
5019,Alpine,50-64,251.0,251.0,2021-01-19,0.0,19.0,0.0,2.0,0.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5020,Mendocino,18-49,31944.0,31944.0,2021-03-16,56.0,5150.0,105.0,4150.0,72.0,9300.0,22644.0,22644.0,0.29113448534936137,0.12991485098923117
5021,San Joaquin,18-49,338963.0,338963.0,2021-02-21,84.0,7271.0,34.0,11555.0,84.0,18826.0,320137.0,320137.0,0.05553998519012399,0.034089266380106384
5022,Alpine,50-64,251.0,251.0,2021-01-18,0.0,19.0,0.0,2.0,0.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5023,Mendocino,18-49,31944.0,31944.0,2021-03-14,5.0,5168.0,4.0,3973.0,5.0,9141.0,22803.0,22803.0,0.28615702479338845,0.12437390433258202
5024,San Joaquin,18-49,338963.0,338963.0,2021-02-22,939.0,7991.0,219.0,11774.0,939.0,19765.0,319198.0,319198.0,0.058310199048273705,0.034735354596224365
5025,Alpine,50-64,251.0,251.0,2021-01-17,0.0,19.0,0.0,2.0,0.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5026,Mendocino,18-49,31944.0,31944.0,2021-03-10,123.0,4818.0,132.0,3511.0,138.0,8329.0,23615.0,23615.0,0.2607375406962184,0.10991109441522665
5027,San Joaquin,18-49,338963.0,338963.0,2021-02-23,1332.0,9055.0,271.0,12045.0,1335.0,21100.0,317863.0,317863.0,0.06224868200954087,0.03553485188648908
5028,Alameda,0-17,367870.0,40855.0,2021-02-05,3.0,56.0,6.0,28.0,3.0,84.0,367786.0,40771.0,0.00022834153369396797,7.6113844564656e-05
5029,Mendocino,18-49,31944.0,31944.0,2021-03-07,43.0,4653.0,8.0,3346.0,45.0,7999.0,23945.0,23945.0,0.2504069621838217,0.1047458051590283
5030,San Joaquin,18-49,338963.0,338963.0,2021-02-24,1155.0,9947.0,265.0,12310.0,1157.0,22257.0,316706.0,316706.0,0.06566203390930574,0.036316648129736874
5031,Alameda,18-49,709483.0,709483.0,2021-03-29,3605.0,105062.0,4122.0,132374.0,4094.0,237436.0,472047.0,472047.0,0.33466059088096545,0.18657811392239138
5032,Mendocino,18-49,31944.0,31944.0,2021-03-03,421.0,3990.0,61.0,3245.0,421.0,7235.0,24709.0,24709.0,0.2264901076884548,0.10158402203856749
5033,San Joaquin,18-49,338963.0,338963.0,2021-02-25,1509.0,11061.0,395.0,12705.0,1509.0,23766.0,315197.0,315197.0,0.0701138472340639,0.0374819670583515
5034,Alameda,50-64,315856.0,315856.0,2021-03-02,1988.0,35079.0,285.0,24974.0,1990.0,60053.0,255803.0,255803.0,0.19012777974773315,0.07906767640950306
5035,Mendocino,18-49,31944.0,31944.0,2021-03-01,259.0,3631.0,10.0,3177.0,259.0,6808.0,25136.0,25136.0,0.2131229651890809,0.09945529676934636
5036,San Joaquin,18-49,338963.0,338963.0,2021-02-26,1246.0,11995.0,313.0,13018.0,1247.0,25013.0,313950.0,313950.0,0.07379271483908273,0.03840537167773474
5037,Del Norte,0-17,5777.0,532.0,2021-02-25,0.0,3.0,0.0,0.0,0.0,3.0,5774.0,529.0,0.0005193006750908776,0.0
5038,Mendocino,18-49,31944.0,31944.0,2021-02-22,32.0,2417.0,32.0,2886.0,32.0,5303.0,26641.0,26641.0,0.16600926621587778,0.09034560480841472
5039,San Joaquin,18-49,338963.0,338963.0,2021-02-27,406.0,12222.0,180.0,13198.0,407.0,25420.0,313543.0,313543.0,0.07499343586173123,0.03893640308824267
5040,Alpine,50-64,251.0,251.0,2021-01-16,0.0,19.0,0.0,2.0,0.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5041,Mendocino,18-49,31944.0,31944.0,2021-02-19,302.0,2145.0,59.0,2848.0,302.0,4993.0,26951.0,26951.0,0.15630478337089906,0.08915602304032057
5042,San Joaquin,18-49,338963.0,338963.0,2021-02-28,228.0,12419.0,31.0,13229.0,228.0,25648.0,313315.0,313315.0,0.0756660756483746,0.039027858497830144
5043,Alpine,50-64,251.0,251.0,2021-01-15,0.0,19.0,0.0,2.0,0.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5044,Mendocino,18-49,31944.0,31944.0,2021-02-17,155.0,1813.0,132.0,2618.0,155.0,4431.0,27513.0,27513.0,0.13871149511645378,0.08195592286501377
5045,San Joaquin,18-49,338963.0,338963.0,2021-03-01,465.0,12644.0,241.0,13470.0,466.0,26114.0,312849.0,312849.0,0.07704085696668958,0.03973885055301021
5046,Alpine,50-64,251.0,251.0,2021-01-14,0.0,19.0,0.0,2.0,0.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5047,Mendocino,18-49,31944.0,31944.0,2021-02-14,13.0,1788.0,57.0,2455.0,13.0,4243.0,27701.0,27701.0,0.13282619584272476,0.07685324317555722
5048,San Joaquin,18-49,338963.0,338963.0,2021-03-02,646.0,13138.0,154.0,13624.0,648.0,26762.0,312201.0,312201.0,0.07895257004451814,0.04019317742644477
5049,Alpine,50-64,251.0,251.0,2021-01-13,3.0,19.0,0.0,2.0,3.0,21.0,230.0,230.0,0.08366533864541832,0.00796812749003984
5050,Mendocino,18-49,31944.0,31944.0,2021-02-09,14.0,2536.0,18.0,1430.0,14.0,3966.0,27978.0,27978.0,0.12415477084898573,0.044765840220385676
5051,San Joaquin,18-49,338963.0,338963.0,2021-03-03,1453.0,14308.0,283.0,13907.0,1453.0,28215.0,310748.0,310748.0,0.08323917359711827,0.04102807681074336
5052,Alpine,50-64,251.0,251.0,2021-01-12,0.0,16.0,0.0,2.0,0.0,18.0,233.0,233.0,0.07171314741035857,0.00796812749003984
5053,Mendocino,18-49,31944.0,31944.0,2021-02-07,3.0,2544.0,0.0,1374.0,3.0,3918.0,28026.0,28026.0,0.12265214124718257,0.043012772351615325
5054,San Joaquin,18-49,338963.0,338963.0,2021-03-04,1393.0,15468.0,235.0,14142.0,1395.0,29610.0,309353.0,309353.0,0.08735466702855474,0.04172136781890649
5055,Alpine,50-64,251.0,251.0,2021-01-11,1.0,16.0,0.0,2.0,1.0,18.0,233.0,233.0,0.07171314741035857,0.00796812749003984
5056,Mendocino,18-49,31944.0,31944.0,2021-02-04,166.0,2586.0,55.0,1229.0,166.0,3815.0,28129.0,28129.0,0.11942774855997997,0.03847357876283496
5057,San Joaquin,18-49,338963.0,338963.0,2021-03-05,1211.0,16441.0,239.0,14381.0,1212.0,30822.0,308141.0,308141.0,0.09093027852597481,0.04242645952508091
5058,Alpine,50-64,251.0,251.0,2021-01-10,0.0,15.0,0.0,2.0,0.0,17.0,234.0,234.0,0.06772908366533864,0.00796812749003984
5059,Mendocino,18-49,31944.0,31944.0,2021-02-01,11.0,2585.0,123.0,920.0,11.0,3505.0,28439.0,28439.0,0.10972326571500125,0.028800400701227146
5060,San Joaquin,18-49,338963.0,338963.0,2021-03-06,1249.0,17630.0,121.0,14502.0,1310.0,32132.0,306831.0,306831.0,0.09479500712467143,0.04278343063992235
5061,Del Norte,0-17,5777.0,532.0,2021-03-05,0.0,3.0,0.0,0.0,0.0,3.0,5774.0,529.0,0.0005193006750908776,0.0
5062,Mendocino,18-49,31944.0,31944.0,2021-01-26,12.0,2580.0,28.0,538.0,12.0,3118.0,28826.0,28826.0,0.09760831455046332,0.016841973453543702
5063,San Joaquin,18-49,338963.0,338963.0,2021-03-07,408.0,18005.0,45.0,14547.0,420.0,32552.0,306411.0,306411.0,0.09603408041585659,0.042916188492549336
5064,Alpine,50-64,251.0,251.0,2021-01-09,0.0,15.0,0.0,2.0,0.0,17.0,234.0,234.0,0.06772908366533864,0.00796812749003984
5065,Mendocino,18-49,31944.0,31944.0,2021-01-23,46.0,2581.0,4.0,475.0,46.0,3056.0,28888.0,28888.0,0.09566741798146756,0.01486977210117706
5066,San Joaquin,18-49,338963.0,338963.0,2021-03-08,817.0,18694.0,183.0,14730.0,872.0,33424.0,305539.0,305539.0,0.09860663258231725,0.043456070426565734
5067,Alameda,50-64,315856.0,315856.0,2021-03-01,1853.0,33374.0,377.0,24689.0,1854.0,58063.0,257793.0,257793.0,0.18382744035256574,0.07816536649612482
5068,Mendocino,18-49,31944.0,31944.0,2021-01-20,66.0,2535.0,57.0,356.0,66.0,2891.0,29053.0,29053.0,0.09050212872526922,0.011144502880040071
5069,San Joaquin,18-49,338963.0,338963.0,2021-03-09,1128.0,19633.0,242.0,14972.0,1181.0,34605.0,304358.0,304358.0,0.10209078867014984,0.04417001265624862
5070,Alpine,50-64,251.0,251.0,2021-01-08,0.0,15.0,2.0,2.0,0.0,17.0,234.0,234.0,0.06772908366533864,0.00796812749003984
5071,Mendocino,18-49,31944.0,31944.0,2021-01-17,26.0,2551.0,1.0,205.0,26.0,2756.0,29188.0,29188.0,0.08627598297019784,0.00641748059103431
5072,San Joaquin,18-49,338963.0,338963.0,2021-03-10,1616.0,21078.0,231.0,15203.0,1676.0,36281.0,302682.0,302682.0,0.10703528113687924,0.04485150296640046
5073,Alpine,50-64,251.0,251.0,2021-01-07,3.0,17.0,0.0,0.0,3.0,17.0,234.0,234.0,0.06772908366533864,0.0
5074,Mendocino,18-49,31944.0,31944.0,2021-01-12,138.0,1237.0,67.0,170.0,138.0,1407.0,30537.0,30537.0,0.044045830202855,0.005321813173052843
5075,San Joaquin,18-49,338963.0,338963.0,2021-03-11,1283.0,22113.0,585.0,15788.0,1620.0,37901.0,301062.0,301062.0,0.11181456383145064,0.04657735505055124
5076,Alpine,50-64,251.0,251.0,2021-01-06,4.0,14.0,0.0,0.0,4.0,14.0,237.0,237.0,0.055776892430278883,0.0
5077,Mendocino,18-49,31944.0,31944.0,2021-01-09,4.0,1182.0,0.0,65.0,4.0,1247.0,30697.0,30697.0,0.03903706486351115,0.0020348109191084397
5078,San Joaquin,18-49,338963.0,338963.0,2021-03-12,1920.0,23736.0,485.0,16273.0,2108.0,40009.0,298954.0,298954.0,0.11803353168339907,0.04800818968441983
5079,Alpine,50-64,251.0,251.0,2021-01-05,2.0,10.0,0.0,0.0,2.0,10.0,241.0,241.0,0.0398406374501992,0.0
5080,Mendocino,18-49,31944.0,31944.0,2021-01-05,28.0,1012.0,8.0,8.0,28.0,1020.0,30924.0,30924.0,0.03193087903831705,0.00025043826696719256
5081,San Joaquin,18-49,338963.0,338963.0,2021-03-13,876.0,24517.0,158.0,16431.0,939.0,40948.0,298015.0,298015.0,0.12080374554154878,0.048474317255865686
5082,Alpine,50-64,251.0,251.0,2021-01-04,3.0,8.0,0.0,0.0,3.0,8.0,243.0,243.0,0.03187250996015936,0.0
5083,Mendocino,18-49,31944.0,31944.0,2020-12-31,65.0,667.0,0.0,0.0,65.0,667.0,31277.0,31277.0,0.02088029050838968,0.0
5084,San Joaquin,18-49,338963.0,338963.0,2021-03-14,427.0,24850.0,228.0,16659.0,561.0,41509.0,297454.0,297454.0,0.12245879343763183,0.049146957042509064
5085,Del Norte,0-17,5777.0,532.0,2021-03-13,0.0,3.0,0.0,0.0,0.0,3.0,5774.0,529.0,0.0005193006750908776,0.0
5086,Mendocino,18-49,31944.0,31944.0,2020-12-18,39.0,66.0,0.0,0.0,39.0,66.0,31878.0,31878.0,0.002066115702479339,0.0
5087,San Joaquin,18-49,338963.0,338963.0,2021-03-15,1313.0,25345.0,1052.0,17711.0,1547.0,43056.0,295907.0,295907.0,0.12702271339349722,0.05225054061947764
5088,Alpine,50-64,251.0,251.0,2021-01-03,0.0,5.0,0.0,0.0,0.0,5.0,246.0,246.0,0.0199203187250996,0.0
5089,Mendocino,50-64,15279.0,15279.0,2021-04-26,50.0,3209.0,27.0,7158.0,51.0,10367.0,4912.0,4912.0,0.6785129916879377,0.46848615747103867
5090,San Joaquin,18-49,338963.0,338963.0,2021-03-16,1874.0,25946.0,1434.0,19145.0,2035.0,45091.0,293872.0,293872.0,0.13302631850673968,0.05648109085652416
5091,Alpine,50-64,251.0,251.0,2021-01-02,1.0,5.0,0.0,0.0,1.0,5.0,246.0,246.0,0.0199203187250996,0.0
5092,Mendocino,18-49,31944.0,31944.0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,31944.0,31944.0,0.0,0.0
5093,San Joaquin,18-49,338963.0,338963.0,2021-03-17,1880.0,26885.0,972.0,20117.0,1911.0,47002.0,291961.0,291961.0,0.1386641019816322,0.05934866047326699
5094,Alpine,50-64,251.0,251.0,2021-01-01,0.0,4.0,0.0,0.0,0.0,4.0,247.0,247.0,0.01593625498007968,0.0
5095,Mendocino,50-64,15279.0,15279.0,2021-04-22,62.0,3062.0,50.0,7075.0,62.0,10137.0,5142.0,5142.0,0.6634596505006872,0.46305386478172655
5096,San Joaquin,18-49,338963.0,338963.0,2021-03-18,1621.0,27348.0,1373.0,21490.0,1836.0,48838.0,290125.0,290125.0,0.1440806223688131,0.06339925006564139
5097,Del Norte,0-17,5777.0,532.0,2021-03-17,1.0,4.0,1.0,1.0,1.0,5.0,5772.0,527.0,0.0008655011251514627,0.00017310022503029253
5098,Mendocino,50-64,15279.0,15279.0,2021-04-18,3.0,3021.0,2.0,6907.0,3.0,9928.0,5351.0,5351.0,0.6497807448131422,0.4520583807840827
5099,San Joaquin,18-49,338963.0,338963.0,2021-03-19,2381.0,28820.0,1215.0,22705.0,2687.0,51525.0,287438.0,287438.0,0.1520077412578954,0.06698371208656992
5100,Alameda,18-49,709483.0,709483.0,2021-03-28,2301.0,105090.0,3332.0,128252.0,2405.0,233342.0,476141.0,476141.0,0.3288901918721097,0.1807682495563671
5101,Mendocino,50-64,15279.0,15279.0,2021-04-15,85.0,3024.0,93.0,6834.0,85.0,9858.0,5421.0,5421.0,0.6451992931474573,0.44728058118986846
5102,San Joaquin,18-49,338963.0,338963.0,2021-03-20,726.0,29316.0,310.0,23015.0,806.0,52331.0,286632.0,286632.0,0.1543855819071698,0.0678982661824447
5103,Alameda,50-64,315856.0,315856.0,2021-02-28,1454.0,31897.0,141.0,24312.0,1454.0,56209.0,259647.0,259647.0,0.177957676916063,0.07697178461070868
5104,Mendocino,50-64,15279.0,15279.0,2021-04-11,25.0,2883.0,34.0,6614.0,56.0,9497.0,5782.0,5782.0,0.621572092414425,0.4328817330977158
5105,San Joaquin,18-49,338963.0,338963.0,2021-03-21,526.0,29764.0,168.0,23183.0,616.0,52947.0,286016.0,286016.0,0.15620288940090807,0.06839389549891876
5106,Alpine,50-64,251.0,251.0,2020-12-31,0.0,4.0,0.0,0.0,0.0,4.0,247.0,247.0,0.01593625498007968,0.0
5107,Mendocino,50-64,15279.0,15279.0,2021-04-09,155.0,2832.0,147.0,6513.0,229.0,9345.0,5934.0,5934.0,0.6116237973689378,0.42627135283722756
5108,San Joaquin,18-49,338963.0,338963.0,2021-03-22,1026.0,30619.0,371.0,23554.0,1226.0,54173.0,284790.0,284790.0,0.15981980334136764,0.06948841023946567
5109,Del Norte,0-17,5777.0,532.0,2021-03-21,0.0,4.0,0.0,1.0,0.0,5.0,5772.0,527.0,0.0008655011251514627,0.00017310022503029253
5110,Mendocino,50-64,15279.0,15279.0,2021-04-03,26.0,2407.0,167.0,5922.0,35.0,8329.0,6950.0,6950.0,0.5451272989069965,0.3875908109169448
5111,San Joaquin,18-49,338963.0,338963.0,2021-03-23,1715.0,32048.0,330.0,23884.0,1759.0,55932.0,283031.0,283031.0,0.16500916029183127,0.07046196782539688
5112,Alpine,50-64,251.0,251.0,2020-12-30,2.0,4.0,0.0,0.0,2.0,4.0,247.0,247.0,0.01593625498007968,0.0
5113,Mendocino,50-64,15279.0,15279.0,2021-03-31,152.0,3053.0,154.0,4931.0,175.0,7984.0,7295.0,7295.0,0.5225472871261209,0.32273054519274824
5114,San Joaquin,18-49,338963.0,338963.0,2021-03-24,1476.0,32384.0,1206.0,25090.0,1542.0,57474.0,281489.0,281489.0,0.16955832937518253,0.07401987827580002
